id
eed221bdab00d37
bd467fcde39d6f9
50e11a4a66b2a03
9.71628E+14
12d7f806419c302
8bf217829ed590a
bfd5bff2e838bc0
d2f65d2eb47a324
b74a305b9114b34
19e64b5ec2ea846
19e3d6b64ff6f4b
ad2e0d9fdcb2e2a
95081ff7e974543
91f3717d21d1c35
2205fd654a201f9
2ece7be71d8d738
1bc6830066d4bbc
42e443d3db7299d
729977d63e784ad
ae2fc0c8f21009a
8a508f15d3ebf10
255f6919b3b94fa
8dba1861d5de72d
b2ff0862649d40a
6f01f7acf056fda
d379660be5b3826
1c6c1aa5362b94f
120eeff02d63f7c
6097e065eb211c5
0d93da5ce71ff27
e27dae64ba855e6
fc8aec9e690fdbd
07d6dd279a77387
91da3dfdafaf713
1e8b82b245de36e
efc4cc185293261
17f8ab84227a4df
ea5833b7f86beb2
5942fde1a93431a
75f7e1efce012c7
ea566d515b3279e
84ceb715869ee77
1a2a14c5cc469d0
d498b134751a8e0
2430f424830789a
36fdb423bf10239
2.52E+17
a0cacb491496c75
24659bac8a310cc
eb2b15b588de742
501f1e5f83c1fab
5d4e8c6fb727674
68865366be55048
b0ff2cc24b1bafa
a93e3a06659602d
7b66ce42a3f5970
17a4acde9bfa19e
abe81f06baeddde
be1ba30a59628b4
443cf2fb82e4f1e
2c87b749e78e4b5
0abb2f699022a3a
8d8849e22c07949
2a0382228a31935
3b59a925ead1b3b
0acccc09876d7ea
52a0652eeac467b
466f25af0b94c8e
3eee867be62e3c3
08f2f962c47a914
11f5977c523731c
6eddf793a1e5b2d
1d58257c613f593
6267e5ec1e4cdf9
dd9ed057608483a
51c46951782bd24
5033215aad31491
1fe5f6a1554e966
0db308db48d5557
1fe85e32715e06f
bd52e4c31f775b8
94f67230d38d90d
17b71bb4ba96e40
2f6af269094a44c
921dabe84d0c995
2e5d4dfc3ec4743
33c78c6cff8c896
65eaf6cdd502e24
891ff9179c8b392
b21a3655bbf63ac
cd59d1f302a9320
ec85ef81b68db2e
56a4f6588589ee4
f7fab2676ed112d
5db2f0de93f0e15
6aeb1ff9b4dc84c
642b72b00098efe
2e9a8196d91c18e
22d2bc263778c5d
7a2c3db3d86a889
148ebd7b299a701
3eaf987dfdf3abd
b28d640716dde9d
e3a4e172850e68e
2e73cf3327cef90
b295f1d42b5ccf4
a704dc8d59b01e5
e84c35b6778b1d2
601e6fcbc04e763
5118013eb4e265b
6fdd96394401ce9
